source_year,source_file,source_url,page,text
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,1,"ISAPS INTERNATIONAL SURVEY ON
AESTHETIC/COSMETIC
PROCEDURES
performed in
2020
www.isaps.org"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,2,"CONTENTS
About ISAPS .........................................................................................................page 3 Surgical Totals Ranked by Category .............................................................page 33
About the International Survey on Nonsurgical Totals Ranked by Category .....................................................page 34
Aesthetic/Cosmetic Procedures .................................................................page 4 Countries Ranked by Total Number of Procedures .................................page 35
Countries Ranked by Estimated
HIGHLIGHTS OF THE 2020 STATISTICS Number of Plastic Surgeons .............................................................................page 36
2020 Statistics at a Glance ...........................................................................pages 6-7 Surgical Procedure Group Ranking by Country .......................................page 37
Nonsurgical Procedure Group Ranking by Country ...............................page 38
NUMBER OF WORLDWIDE PROCEDURES
Number of Worldwide Surgical Procedures ...........................................page 9 PROCEDURES PERFORMED BY PLASTIC SURGEONS
Number of Worldwide Nonsurgical Procedures ...................................page 10 Number of Worldwide Surgical Procedures
Surgical Procedures by Region of the Body ...........................................page 11 Performed by Plastic Surgeons ........................................................................page 40
Nonsurgical Procedures by Type of Procedure .....................................page 12 Number of Worldwide Nonsurgical Procedures
Overview of Procedures .................................................................................page 13 Performed by Plastic Surgeons ........................................................................page 41
Percent of Plastic Surgeons Performing
PROCEDURES BY COUNTRY Each Surgical Procedure ....................................................................................page 42
USA ..........................................................................................................................page 15 Percent of Plastic Surgeons Performing
Brazil ........................................................................................................................page 16 Each Nonsurgical Procedure ...........................................................................page 44
Germany ................................................................................................................page 17
Japan ......................................................................................................................page 18 DEMOGRAPHICS
Turkey ......................................................................................................................page 19 Gender Distribution for Cosmetic Procedures – Surgical.....................page 46
Mexico .....................................................................................................................page 20 Gender Distribution for Cosmetic Procedures – Nonsurgical ............page 47
Argentina...............................................................................................................page 21 Age Distribution for Certain Cosmetic Procedures ................................page 48
Italy ..........................................................................................................................page 22 Cosmetic Procedures by Location ..................................................................page 49
Russia ......................................................................................................................page 23 Medical Tourism ......................................................................................................page 50
India .........................................................................................................................page 24
Spain ........................................................................................................................page 25 PROCEDURE INFO SHEET
Greece ....................................................................................................................page 26 Info Sheet: Surgical Procedures .......................................................................page 52
Colombia ...............................................................................................................page 27 Info Sheet: Nonsurgical Procedures...............................................................page 53
Thailand .................................................................................................................page 28
Surgical Procedures by Country ..................................................................page 29 IMPACT OF COVID-19
Nonsurgical Procedures by Country .........................................................page 30 Impact of COVID-19 ............................................................................................page 55
Countries Performing the Most
Popular Surgical Procedures ............................................................................page 31 ADDITIONAL AND RESIDENT STATISTICS
Countries Performing the Most Additional Statistics ..............................................................................................page 58
Popular Nonsurgical Procedures ....................................................................page 32 Resident Statistics .................................................................................................page 59"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,3,"ABOUT ISAPS
Founded in 1970, the International Society of Aesthetic Plastic Surgery (ISAPS)
is the world’s leading professional body for board-certified aesthetic plastic
surgeons.
Regarded as the leading global authority on aesthetic and cosmetic surgery, ISAPS’
threefold mission is to offer Aesthetic Education Worldwide®, to provide accurate
information to the public, and to promote patient safety.
ISAPS membership includes the world’s best and most respected reconstructive and
aesthetic plastic surgeons in over 100 countries. Through its rigorous membership
requirements, ISAPS plastic surgeons are considered to be among the most qualified
surgeons in their respective countries. Furthermore, ISAPS has become the gold
standard for providing continuing aesthetic education to its members, providing
training and sponsoring scientific meetings around the world.
A full list of ISAPS plastic surgeons can be found online at www.isaps.org.
2020
INTERNATIONAL
SURVEY
Please credit the International Society of Aesthetic Plastic Surgery when citing statistical data. Contact ISAPS: +44 20 7038 7812 | media@isaps.org | www.isaps.org 3"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,4,"2021 ISAPS INTERNATIONAL SURVEY ON AESTHETIC/COSMETIC
PROCEDURES PERFORMED IN 2020
METHODOLOGY
Survey participants completed a questionnaire that primarily focused on the number The Aesthetic Society provided special assistance to this year’s study by permitting
of specific surgical and nonsurgical procedures performed in 2020, along with some the use of its national statistics, which were compiled from its new, Aesthetic Neural
ancillary questions related to the impact of COVID-19, surgeon demographics, and the Network (ANN) database. The ANN database includes detailed statistics on 288
prevalence of medical tourism. U.S.-based practices. We appreciate their continued support of this international
research effort.
The International Society of Aesthetic Plastic Surgery (ISAPS) issued an invitation
to participate in the study to approximately 25,000 Plastic Surgeons whose contact Studies such as this must often address outlying responses. Though the outlying values
information is housed in its proprietary database. In addition, a request was made that may be legitimate, their presence can distort the averages, which provide the basis of
all National Societies encourage their members/constituents to take part in the survey. the estimated projections. Significant outliers in this survey were adjusted in order to
Data from a total of 1,081 plastic surgeons were compiled for this survey. protect the reasonableness of the extrapolated values. Additional standard data editing
procedures were followed to ensure responses met survey guidelines. All reported data
Final figures have been projected to reflect international statistics and are exclusively values have been analyzed for statistical reasonableness.
based on the estimated number of Plastic Surgeons actively practicing in each country
and the respondent sample. This International Survey is focused on physicians who are Country-specific data are only shown for those countries that provided a sufficient
board certified (or national equivalent) Plastic Surgeons.1 survey response for the figures to be considered valid. No adjustments other than
standard data editing procedures were applied to country-specific results. The
To aid in tallying the world-wide estimate of plastic surgeons, representatives from International Survey on Aesthetic/Cosmetic Procedures Performed in 2020 was
National Societies provided recent counts for 96% of the 49,756 total estimated plastic compiled, tabulated, and analyzed by Industry Insights, Inc., an independent research
surgeons. For those cases in which the National Society did not provide its country’s firm based in Columbus, OH. The survey leader was Scott Hackworth, a CPA and data
total, a regression model was used to estimate the number of plastic surgeons in the scientist who along with his firm has conducted various forms of research on trends in
country based on its population size and Gross Domestic Product. Aesthetic Plastic Surgery for more than 30 years.
1 It is important to note that Japan’s figures were independently fielded and provided by Kotaro Yoshimura, M.D., Professor and Chair of the Department of Plastic Surgery, Jichi Medical University. Dr. Yoshimura expanded his sample beyond
plastic surgeons, which could impact comparability among Japan and other listed countries.
2020
INTERNATIONAL
SURVEY
Please credit the International Society of Aesthetic Plastic Surgery when citing statistical data. Contact ISAPS: +44 20 7038 7812 | media@isaps.org | www.isaps.org 4"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,5,"HIGHLIGHTS
OF THE INTERNATIONAL SURVEY ON
AESTHETIC/COSMETIC
PROCEDURES
PERFORMED IN 2020"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,6,"2020 STATISTICS AT A GLANCE
Top 5 Top 5 Top 5
surgical procedures surgical procedures surgical procedures
worldwide for women for men
absolute numbers and changes compared to 2019
1. Breast Augmentation 1,624,281 procedures -9.5% 1. Breast Augmentation 1,601,713 procedures 1. Eyelid Surgery 257,159 procedures
2. Liposuction 1,525,197 procedures -10.5% 2. Liposuction 1,300,020 procedures 2. Liposuction 225,177 procedures
3. Eyelid Surgery 1,225,540 procedures -2.7% 3. Eyelid Surgery 968,381 procedures 3. Gynecomastia 210,737 procedures
4. Rhinoplasty 852,554 procedures +3.7% 4. Abdominoplasty 703,778 procedures 4. Rhinoplasty 209,087 procedures
5. Abdominoplasty 765,248 procedures -17.2% 5. Rhinoplasty 643,468 procedures 5. Ear Surgery 87,338 procedures
Top 5 Top 5 Top 5
nonsurgical procedures nonsurgical procedures nonsurgical procedures
worldwide for women for men
absolute numbers and changes compared to 2019
1. Botulinum Toxin 6,213,859 procedures -0.9% 1. Botulinum Toxin 5,307,901 procedures 1. Botulinum Toxin 905,958 procedures
2. Hyaluronic Acid 4,053,016 procedures -6.1% 2. Hyaluronic Acid 3,558,511 procedures 2. Hyaluronic Acid 494,506 procedures
3. Hair Removal 1,837,052 procedures +76.1% 3. Hair Removal 1,538,982 procedures 3. Hair Removal 298,070 procedures
4. Nonsurgical Fat Reduction 560,464 procedures +21.1% 4. Photo Rejuvenation 446,250 procedures 4. Nonsurgical Fat Reduction 120,707 procedures
5. Photo Rejuvenation 517,675 procedures +32.3% 5. Nonsurgical Fat Reduction 439,757 procedures 5. Photo Rejuvenation 71,425 procedures
2020
INTERNATIONAL
SURVEY
Please credit the International Society of Aesthetic Plastic Surgery when citing statistical data. Contact ISAPS: +44 20 7038 7812 | media@isaps.org | www.isaps.org 6"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,7,"2020 STATISTICS AT A GLANCE
total procedures performed
WORLDWIDE
10,129,528 14,400,347
surgical procedures nonsurgical procedures
most common COSMETIC
procedures per
AGE GROUP
United States is the country with the
Most surgeons:
18 years or younger Rhinoplasty 55,928 procedures 7,000 plastic surgeons
19-34 years old Botulinum Toxin 1,497,540 procedures
35-50 years old Botulinum Toxin 3,121,221 procedures United States is the country with the
Most nonsurgical procedures:
51-64 years old Botulinum Toxin 1,343,436 procedures
3,182,815 procedures
65+ years old Botulinum Toxin 208,786 procedures
United States is the country with the
Most surgical procedures:
1,485,116 procedures
2020
INTERNATIONAL
SURVEY
Please credit the International Society of Aesthetic Plastic Surgery when citing statistical data. Contact ISAPS: +44 20 7038 7812 | media@isaps.org | www.isaps.org 7"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,8,"NUMBER OF
WORLDWIDE
PROCEDURES
PERFORMED BY PLASTIC SURGEONS IN 2020"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,9,"NUMBER OF WORLDWIDE SURGICAL PROCEDURES
PERFORMED BY PLASTIC SURGEONS
Percent of
Total Procedures Total Procedures Percent Change Percent Change
Rank SURGICAL PROCEDURES Total Total Surgical
in 2019 in 2016 2020 vs. 2019 2020 vs. 2016
Procedures
1 Breast Augmentation 1,624,281 16.0% 1,795,551 1,649,271 -9.5% -1.5%
2 Liposuction 1,525,197 15.1% 1,704,786 1,453,340 -10.5% 4.9%
3 Eyelid Surgery 1,225,540 12.1% 1,259,839 1,347,509 -2.7% -9.1%
4 Rhinoplasty 852,554 8.4% 821,890 786,852 3.7% 8.4%
5 Abdominoplasty 765,248 7.6% 924,031 769,067 -17.2% -0.5%
6 Breast Lift 594,691 5.9% 741,284 583,192 -19.8% 2.0%
7 Fat Grafting (face) 515,819 5.1% 598,823 596,836 -13.9% -13.6%
8 Breast Reduction 426,363 4.2% 600,219 465,665 -29.0% -8.4%
9 Facelift 419,046 4.1% 448,485 427,065 -6.6% -1.9%
10 Buttock Augmentation 396,105 3.9% 479,451 332,121 -17.4% 19.3%
11 Brow Lift 288,306 2.8% 270,917 261,663 6.4% 10.2%
12 Ear Surgery 254,931 2.5% 288,905 298,975 -11.8% -14.7%
13 Neck Lift 251,308 2.5% 260,747 264,050 -3.6% -4.8%
14 Gynecomastia 210,737 2.1% 273,344 236,371 -22.9% -10.8%
15 Breast Implant Removal 206,826 2.0% 229,680 155,453 -10.0% 33.0%
16 Labiaplasty 142,119 1.4% 164,667 138,033 -13.7% 3.0%
17 Upper Arm Lift 126,030 1.2% 168,289 125,557 -25.1% 0.4%
18 Facial Bone Contouring 106,173 1.0% 108,536 109,775 -2.2% -3.3%
19 Thigh Lift 73,948 0.7% 93,334 79,476 -20.8% -7.0%
20 Lower Body Lift 71,007 0.7% 75,895 72,253 -6.4% -1.7%
21 Buttock Lift 53,299 0.5% 54,894 37,157 -2.9% 43.4%
TOTAL SURGICAL PROCEDURES 10,129,528 11,363,569 10,189,682 -10.9% -0.6%
2020
INTERNATIONAL
SURVEY
Please credit the International Society of Aesthetic Plastic Surgery when citing statistical data. Contact ISAPS: +44 20 7038 7812 | media@isaps.org | www.isaps.org 9"
2020,E:\shared\行业报告\2020isaps-global-survey.pdf,https://www.isaps.org/media/dzjfg50s/isaps-global-survey_2020.pdf,10,"NUMBER OF WORLDWIDE NONSURGICAL PROCEDURES
PERFORMED BY PLASTIC SURGEONS
Percent of Total
Total Procedures Total Procedures Percent Change Percent Change
Rank NONSURGICAL PROCEDURES Total Nonsurgical
in 2019 in 2016 2020 vs. 2019 2020 vs. 2016
Procedures
1 Botulinum Toxin 6,213,859 43.2% 6,271,488 4,931,577 -0.9% 26.0%
2 Hyaluronic Acid 4,053,016 28.1% 4,315,859 3,372,445 -6.1% 20.2%
3 Hair Removal 1,837,052 12.8% 1,042,951 1,146,523 76.1% 60.2%
4 Nonsurgical Fat Reduction 560,464 3.9% 462,769 433,351 21.1% 29.3%
5 Photo Rejuvenation 517,675 3.6% 391,415 623,243 32.3% -16.9%
6 Chemical Peel 409,054 2.8% 369,497 585,614 10.7% -30.1%
7 Micro-Ablative Resurfacing 240,213 1.7% 270,759 183,432 -11.3% 31.0%
8 Full Field Ablative 225,141 1.6% 190,978 210,844 17.9% 6.8%
9 Calcium Hydroxylapatite 222,785 1.5% 212,762 164,911 4.7% 35.1%
10 Poly-L-Lactic Acid 121,087 0.8% 90,259 79,664 34.2% 52.0%
TOTAL NONSURGICAL PROCEDURES 14,400,347 13,618,735 11,731,603 5.7% 22.7%
2020
INTERNATIONAL
SURVEY
Please credit the International Society of Aesthetic Plastic Surgery when citing statistical data. Contact ISAPS: +44 20 7038 7812 | media@isaps.org | www.isaps.org 10"
