seed_record_id,company,brand,standard_product_name,url,final_url,status,error,title,text_chars
REC_0004,Rion Aesthetics,plated,PEP (Purified Exosome Product),https://www.rionaesthetics.com/,https://www.rionaesthetics.com/,200,,Rion Aesthetics,4322
REC_0004,Rion Aesthetics,plated,PEP (Purified Exosome Product),https://www.rionaesthetics.com/news-events/rion-aesthetics-novel-exosome-technology-validated-in-clinical-study-now-proven-to-address-signs-of-skin-aging-on-the-face-and-neck,https://www.rionaesthetics.com/news-events/rion-aesthetics-novel-exosome-technology-validated-in-clinical-study-now-proven-to-address-signs-of-skin-aging-on-the-face-and-neck,200,,Rion Aesthetics’ novel exosome technology validated in clinical study:  Now proven to address signs of skin aging on the face and neck — Rion Aesthetics,3265
REC_0004,Rion Aesthetics,plated,PEP (Purified Exosome Product),https://www.rionaesthetics.com/news-events/plated-a-revolutionary-new-post-procedure-product,https://www.rionaesthetics.com/news-events/plated-a-revolutionary-new-post-procedure-product,200,,"( plated )® Skin Science launches a revolutionary new post-procedure product, CALM, powered by Renewosome® technology to enhance overall procedural outcomes — Rion Aesthetics",4177
REC_0004,Rion Aesthetics,plated,PEP (Purified Exosome Product),https://www.rionaesthetics.com/faq,https://www.rionaesthetics.com/faq,200,,"FAQ - Product | Discover More, Achieve Better Results — Rion Aesthetics",5060
REC_0008,Arthrex,ACA-Kit (Autologous Conditioned Adipose),ACA-Kit (Autologous Conditioned Adipose),https://www.arthrex.com/resources/FL2-000936-en-US/title,https://www.arthrex.com/resources/FL2-000936-en-US/title,200,,Arthrex.com,3019
REC_0008,Arthrex,ACA-Kit (Autologous Conditioned Adipose),ACA-Kit (Autologous Conditioned Adipose),https://www.arthrex-celltherapy.com/arthrex-aca-technik,https://www.arthrex-celltherapy.com/arthrex-aca-technik,200,,Arthrex ACA Technik | Autologous Conditioned Adipose Tissue,7345
REC_0008,Arthrex,ACA-Kit (Autologous Conditioned Adipose),ACA-Kit (Autologous Conditioned Adipose),https://www.arthrex.com/orthobiologics/products,https://www.arthrex.com/orthobiologics/products,200,,Arthrex - Orthobiologics,8514
REC_0012,Advance Esthetic,Adonyss,Adonyss,https://adonyss.com.ua/,https://adonyss.com.ua/,200,,Adonyss - професійне лазерне та косметологічне обладнання - Офіційний сайт в Україні,9430
REC_0012,Advance Esthetic,Adonyss,Adonyss,https://adonyss.com.ua/product/diopulse-808,https://adonyss.com.ua/product/diopulse-808,200,,Adonyss DioPulse 808 Диодный лазер для удаления,8444
REC_0012,Advance Esthetic,Adonyss,Adonyss,https://adonyss.com.ua/product/adonyss-diopulse-808-basic,https://adonyss.com.ua/product/adonyss-diopulse-808-basic,200,,Adonyss DioPulse Basic 808 Диодный лазер для удаления,8417
REC_0014,Advance Esthetic,Adonyss,Adonyss,https://advance-esthetic.us/ultimate_skin_renewal_bundle,https://advance-esthetic.us/ultimate_skin_renewal_bundle,200,,Ultimate Skin Renewal Bundle,9025
REC_0014,Advance Esthetic,Adonyss,Adonyss,https://adonyss.com/product/lg502-oxygen-concentrator,https://zemits.com,200,,Aesthetic Equipment - Zemits - Results Everyone Loves,528
REC_0015,Oreon Life Science,Aessoa,Aessoa (Shine/Deep),http://oreonglobal.com/sub/Filler_AESSOA_3.php,http://oreonglobal.com/sub/Filler_AESSOA_3.php,200,,oreon,2610
REC_0015,Oreon Life Science,Aessoa,Aessoa (Shine/Deep),http://oreonglobal.com/,http://oreonglobal.com/,200,,oreon,1193
REC_0015,Oreon Life Science,Aessoa,Aessoa (Shine/Deep),http://www.oreonglobal.com/,http://www.oreonglobal.com/,200,,oreon,1193
REC_0015,Oreon Life Science,Aessoa,Aessoa (Shine/Deep),http://www.oreonglobal.com/sub/Filler_AESSOA_1.php,http://www.oreonglobal.com/sub/Filler_AESSOA_1.php,200,,oreon,1419
REC_0017,Tavger,Affinite,Affinite,https://tavger.com/products-affinity_reserve,https://tavger.com/products-affinity_reserve,200,,Affinity - TAVGER,2800
REC_0018,Agnes Medical,Agnes RF,绝缘微针射频,https://agnesmedical.shop/,https://agnesmedical.shop/,200,,Home | Agnes America,1841
REC_0018,Agnes Medical,Agnes RF,绝缘微针射频,https://lat.agnesmedical.com/products/agnes/,https://lat.agnesmedical.com/products/agnes/,200,,AGNES - Agnes Latin,8603
REC_0018,Agnes Medical,Agnes RF,绝缘微针射频,https://lat.agnesmedical.com/product/agnes-s/,https://lat.agnesmedical.com/product/agnes-s/,200,,Best RF Microneedling Device | Agnes Medical | Find a Provider,4217
REC_0018,Agnes Medical,Agnes RF,绝缘微针射频,https://us.agnesmedical.com/agnes,https://us.agnesmedical.com/agnes,200,,Agnes America | RF Microneedling & Aesthetic Technology,55
REC_0019,Cliniccare,AHA / BHA Peels,Chemical Peel,https://cliniccare.se/chemical-peels/pure-peel,https://cliniccare.se/chemical-peels/pure-peel,200,,PURE PEEL² – CLINICCARE-ENGLISH,4597
REC_0019,Cliniccare,AHA / BHA Peels,Chemical Peel,https://cliniccareusa.com/products/glow-peel,https://cliniccareusa.com/products/glow-peel,200,,"ClinicCare Glow Peel
 – CLINICCARE USA",2599
REC_0019,Cliniccare,AHA / BHA Peels,Chemical Peel,https://cliniccareusa.com/products/peel-blender,https://cliniccareusa.com/products/peel-blender,503,http_error,,0
REC_0019,Cliniccare,AHA / BHA Peels,Chemical Peel,https://cliniccareusa.com/products/pure-peel,https://cliniccareusa.com/products/pure-peel,503,http_error,,0
REC_0021,Union Medical,AirJet,AirJet II,https://www.unionmedical.vn/,https://www.unionmedical.vn/index.html,200,,,0
REC_0021,Union Medical,AirJet,AirJet II,https://www.unionmedical.com/en/aesthetic-medical-devices-manufacturer.html,https://www.unionmedical.com/en/aesthetic-medical-devices-manufacturer.html,200,,,0
REC_0021,Union Medical,AirJet,AirJet II,https://www.unionmedical.vn/inc_html/sub1_2.html,https://www.unionmedical.vn/inc_html/sub1_2.html,200,,Union-Medical,947
REC_0021,Union Medical,AirJet,AirJet II,https://www.unionmedical.com/en/medical-aesthetic-equipment.html,https://www.unionmedical.com/en/medical-aesthetic-equipment.html,200,,,0
REC_0023,Galderma,Alastin,Regenerating Skin Nectar,https://alastin.com/products/regenerating-skin-nectar?designate-location=18882,https://alastin.com/products/regenerating-skin-nectar?designate-location=18882,200,,Regenerating Skin Nectar with TriHex Technology® | ALASTIN Skincare®,9608
REC_0023,Galderma,Alastin,Regenerating Skin Nectar,https://alastin.com/products/regenerating-skin-nectar,https://alastin.com/products/regenerating-skin-nectar,503,http_error,,0
REC_0023,Galderma,Alastin,Regenerating Skin Nectar,https://alastin.com/products/regenerating-skin-nectar/welcome?designate-location=13024,https://alastin.com/products/regenerating-skin-nectar/welcome?designate-location=13024,200,,Regenerating Skin Nectar with TriHex Technology® | ALASTIN Skincare®,9608
REC_0023,Galderma,Alastin,Regenerating Skin Nectar,https://www.alastin.com/products/regenerating-skin-nectar?currency=USD&variant=25499566728,https://alastin.com/products/regenerating-skin-nectar?currency=USD&variant=25499566728,200,,Regenerating Skin Nectar with TriHex Technology® | ALASTIN Skincare®,9608
REC_0028,IBSA Derma,Aliaxin,Aliaxin (FL/GP/EV),https://www.ibsaderma.fr/en/aliaxin/aliaxin-gp/,https://ibsaderma.com/,200,,Ibsa Derma | IBSA Derma,2198
REC_0028,IBSA Derma,Aliaxin,Aliaxin (FL/GP/EV),https://dermahubshop.com/catalog/brands/aliaxin/aliaxin-gp/,https://dermahubshop.com/catalog/brands/aliaxin/aliaxin-gp/,200,,Qualified Professional - DermaHub Shop,4375
REC_0028,IBSA Derma,Aliaxin,Aliaxin (FL/GP/EV),https://www.ibsa-pharma.de/produkte/aliaxin-gp.html,https://www.ibsagermany.de/produkte/aliaxin-gp.html,200,,Aliaxin® GP - Global Performance - IBSA Germany,1056
REC_0028,IBSA Derma,Aliaxin,Aliaxin (FL/GP/EV),https://ibsaderma.com/products/aliaxin/,https://ibsaderma.com/,200,,Ibsa Derma | IBSA Derma,2198
REC_0029,Alma Lasers,Alma TED,Trans-Epidermal Drug Delivery,https://almainc.com/product/alma-ted/,https://almainc.com/product/alma-ted/,200,,Alma TED® | Alma Lasers - almainc.com,4532
REC_0029,Alma Lasers,Alma TED,Trans-Epidermal Drug Delivery,https://almainc.com/ca/products/almated,https://almainc.com/ca/products/almated,404,http_error,,0
REC_0029,Alma Lasers,Alma TED,Trans-Epidermal Drug Delivery,https://almated.medelite.ca/en/,https://almated.medelite.ca/en/,200,,Alma TED: Non-invasive hair stimulation technology,7878
REC_0029,Alma Lasers,Alma TED,Trans-Epidermal Drug Delivery,https://lp.almalasers.com/WF-SM-Product-Info_LP-Alma-TED,https://lp.almalasers.com/WF-SM-Product-Info_LP-Alma-TED,200,,Cosmetic Lasers | Medical Laser | Aesthetic Lasers from Alma Lasers,416
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,https://namica.ngt.hk/,https://namica.ngt.hk/,200,,Namica Technology,2890
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,https://www.aptos.global/en/category/8/hyaluronic-acid,https://aptos.global:443/en/category/8/hyaluronic-acid,200,,Aptos,5
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,https://aptos.global/category/8/hyaluronic-acid,https://aptos.global/en/category/8/hyaluronic-acid,200,,Aptos,5
REC_0043,Aquavit Pharmaceuticals,Aquagold Ampoules,医用级安瓶,https://aquagoldfinetouch.com/pages/aquagold,https://aquagoldfinetouch.com/pages/aquagold,200,,"Aquagold
    
    
    
      – Aquavit Skin Health",680
REC_0048,Fillmed,Art Filler,Art Filler (Universal/Volume/Lips),https://uk.fillmed.com/art-filler/,https://uk.fillmed.com/art-filler/,200,,ART FILLER® - Hyaluronic Acid Dermal Fillers - FILLMED,6531
REC_0048,Fillmed,Art Filler,Art Filler (Universal/Volume/Lips),https://uk.fillmed.com/product/art-filler-universal/,https://uk.fillmed.com/product/art-filler-universal/,200,,Art Filler Universal (2 X 1.2ml) - Expiry Date 07.01.2028 - FILLMED,2248
REC_0048,Fillmed,Art Filler,Art Filler (Universal/Volume/Lips),https://fillmed.com/regulatory-materials/,https://fillmed.com/regulatory-materials/,200,,2025 - Regulatory materials - FillMed,2741
REC_0048,Fillmed,Art Filler,Art Filler (Universal/Volume/Lips),https://fillmedfinland.fi/en/products/art-filler-universal-2-x-1-2-ml,https://fillmedfinland.fi/en/products/art-filler-universal-2-x-1-2-ml,200,,"Art Filler Universal – 2 x 1.2 ml
 – fillmedfinland",1905
REC_0050,ExoCoBio,ASCE+,Regenerative Aesthetics,http://www.exocobio.com/bizdemo87737/eng/01/02.php,http://www.exocobio.com/bizdemo87737/eng/01/02.php,200,,ExoCoBio,3246
REC_0050,ExoCoBio,ASCE+,Regenerative Aesthetics,https://www.exocobio.com/default/eng/01/02.php,https://www.exocobio.com/default/eng/01/02.php,200,,ExoCoBio,3246
REC_0052,El.En.,Asclepion,MeDioStar Monolith,https://asclepionuk.com/medical-aesthetic-devices/mediostar-professional-laser/,https://asclepionuk.com/medical-aesthetic-devices/mediostar-professional-laser/,200,,MeDioStar Diode Laser Hair Removal Machine | Asclepion UK,17205
REC_0052,El.En.,Asclepion,MeDioStar Monolith,https://www.asclepion.cz/mediostar/,https://www.asclepion.cz/mediostar/,200,,MeDioStar – Asclepion,5058
REC_0052,El.En.,Asclepion,MeDioStar Monolith,https://mediostar-laser.com/,https://mediostar-laser.com/,200,,MeDioStar - High-Power diode technology for professional laser epilation,13741
REC_0053,El.En.,Asclepion,QuadroStar PRO,https://asclepion.com/en/quadrostarpro_en/,https://asclepion.com/en/quadrostarpro_en/,200,,QuadroStarPRO_EN - ASCLEPION,3545
REC_0053,El.En.,Asclepion,QuadroStar PRO,https://asclepionuk.com/medical-aesthetic-devices/quadrostar-pro-yellow-aesthetic-laser-system/,https://asclepionuk.com/medical-aesthetic-devices/quadrostar-pro-yellow-aesthetic-laser-system/,200,,QuadroStar PRO Yellow | 577nm Vascular Laser | Asclepion UK,11244
REC_0053,El.En.,Asclepion,QuadroStar PRO,https://asclepionuk.com/medical-aesthetic-devices/quadrostarpro-vascular-aesthetic/,https://asclepionuk.com/medical-aesthetic-devices/quadrostarpro-vascular-aesthetic/,200,,QuadroStar PRO | Vascular Laser System | Asclepion UK,12631
REC_0055,Aspen Pharmacare,Aspen,Xylocaine / EMLA,https://aspenpharmacare.com.au/aspen-product-list/,https://aspenpharmacare.com.au/aspen-product-list/,200,,Aspen Product List – Aspen Pharmacare Australia,890
REC_0055,Aspen Pharmacare,Aspen,Xylocaine / EMLA,https://aspencmi.com.au/,https://www.aspenpharma.com.au,200,,Aspen Pharmacare Australia,3713
REC_0055,Aspen Pharmacare,Aspen,Xylocaine / EMLA,https://aspenpharma.com.au/emla/,https://aspenpharma.com.au/emla/,200,,Emla – Aspen Pharmacare Australia,2124
REC_0055,Aspen Pharmacare,Aspen,Xylocaine / EMLA,https://www.aspenphysicians.com.au/aspen-product-list/,https://www.aspenphysicians.com.au/aspen-product-list/,200,,Aspen Product List – Aspen Pharmacare Australia,893
REC_0056,Reveal Lasers,Attiva,Attiva S.I.H.,https://www.attivarf.com/,https://www.attivarf.com/,200,,The Ultimate Technology to Treat Sagging Skin | Attiva,2862
REC_0056,Reveal Lasers,Attiva,Attiva S.I.H.,https://us.reveallasers.com/technology/advatx-skin-rejuvenation/,,,SSLError,,0
REC_0056,Reveal Lasers,Attiva,Attiva S.I.H.,https://attiva.in/technology/,https://attiva.in/technology/,200,,Technology – Attiva,3723
REC_0056,Reveal Lasers,Attiva,Attiva S.I.H.,https://us.reveallasers.com/,,,SSLError,,0
REC_0057,Ostin Bio,Audrey,Audrey (H/S/M) / Body,https://ostinbio.co.kr/company/faq.html,https://ostinbio.co.kr/company/faq.html,200,,Ostin Bio,1232
REC_0058,Alvi Prague,Autonomy / F-Series,综合美容工作站,https://alvi-prague.ae/about-us,https://alvi-prague.ae/about-us,200,,Alvi Prague - certified beauty and medical equipment leader,2871
REC_0061,Dr. Babor,BABOR Ampoules,Ampoule Concentrates,https://us.babor.com/products/fluids-fp/63694-collagen-firming.html,https://us.babor.com/products/fluids-fp/63694-collagen-firming.html,200,,Collagen Firming Ampoules for Lifted Skin – BABOR,7283
REC_0061,Dr. Babor,BABOR Ampoules,Ampoule Concentrates,https://ph.babor.com/,https://ph.babor.com/,200,,Home BABOR,1232
REC_0061,Dr. Babor,BABOR Ampoules,Ampoule Concentrates,https://uk.babor.com/,https://uk.babor.com/,200,,BABOR | Skincare & Cosmetics Online Shop,4386
REC_0061,Dr. Babor,BABOR Ampoules,Ampoule Concentrates,https://za.babor.com/,https://za.babor.com/,200,,BABOR online store - purchase skin care products online - Official Site,3148
REC_0063,Institute BCN,BCN,BCN Classics,https://institutebcn.com/shop/?products-per-page=all,https://institutebcn.com/shop/?products-per-page=all,200,,- Institute BCN,21458
