source_file,table_name,row_number,row_key,action,field_name,old_value,new_value,company,brand,product_family,product_id,reason
manual_nmpa_registration_evidence.csv,manual_nmpa_registration_evidence,67,registration_project_nmpa_master,company_id_remap_by_name,company_id,co_c6bde729d2b8,co_5d4b35b57193,Humedix,Pre-filled Sodium Hyaluronate Syringe,,prod_efe169c02ddf,matched current company_master by company
manual_nmpa_registration_evidence.csv,manual_nmpa_registration_evidence,68,registration_project_nmpa_master,company_id_remap_by_name,company_id,co_c6bde729d2b8,co_5d4b35b57193,Humedix,Pre-filled Sodium Hyaluronate Syringe,,prod_efe169c02ddf,matched current company_master by company
manual_nmpa_registration_evidence.csv,manual_nmpa_registration_evidence,69,registration_project_nmpa_master,company_id_remap_by_name,company_id,co_a2b335631460,co_74058c30480f,YooYoung Pharmaceutical,Modified Sodium Hyaluronate Gel,,prod_7afe7d757a2c,matched current company_master by company
manual_nmpa_registration_evidence.csv,manual_nmpa_registration_evidence,70,public_nmpa_import_certificate_crosscheck,company_id_remap_by_name,company_id,co_da04eca45983,co_c87804d7fff0,EndyMed Medical,EndyMed,,prod_ae5df0f646a7,matched current company_master by company
manual_official_indication_evidence.csv,manual_official_indication_evidence,489,user_next_20260601_5a6dc06a9aba,company_id_clear_orphan,company_id,co_46e6ff2fa9ad,,NCRI,Mosquito Needle,,,orphan company_id had no unique current company_master name match
manual_official_indication_evidence.csv,manual_official_indication_evidence,640,bc_reg_4ef6ba8232dc,company_id_clear_orphan,company_id,co_448241c15c9e,,DSD Pharm,Botox Like Hair Therapy,,prod_56c13ebad4cb,orphan company_id had no unique current company_master name match
manual_official_indication_evidence.csv,manual_official_indication_evidence,722,egroup_user_ind_2b39a4462ecf,company_id_clear_orphan,company_id,co_f7c24821f67c,,Bayer,Bepanthen / Bepanthol,,prod_ec8160515d34,orphan company_id had no unique current company_master name match
manual_official_indication_evidence.csv,manual_official_indication_evidence,819,egroup_direct_refined_fb4220156243,company_id_clear_orphan,company_id,co_6a59b2ec565c,,MR Innovation,Thesera,,prod_75c3419106f4,orphan company_id had no unique current company_master name match
manual_official_indication_evidence.csv,manual_official_indication_evidence,834,egroup_direct_refined_e290d2ec4179,company_id_clear_orphan,company_id,co_53c708de73f5,,Stratpharma,Strataderm,,prod_6df40f5cb83f,orphan company_id had no unique current company_master name match
manual_official_indication_evidence.csv,manual_official_indication_evidence,881,egroup_live_url_curated_c17804f86ccd,company_id_clear_orphan,company_id,co_3b8afec2f4a0,,GPQ Srl,WiQo,,prod_1d2fa62967bc,orphan company_id had no unique current company_master name match
